x,sin,cos,log,trig
0.0,0.0,0.6666666666666666,0.0,0.0
0.010005002501250625,0.006669890390112778,0.6666333002533164,0.006636855874958259,0.0
0.02001000500250125,0.013339113129266285,0.6665332043532183,0.013208290716036682,0.0
0.030015007503751877,0.020007000633332602,0.6663663889858958,0.019715581684926313,0.0
0.0400200100050025,0.026672885451839826,0.6661328708494405,0.02615996890507527,0.0
0.05002501250625312,0.03333610033478336,0.6658326733188404,0.032542656880155285,0.0
0.060030015007503754,0.03999597829941713,0.6654658264436402,0.03886481584526598,0.0
0.07003501750875438,0.04665185269701805,0.6650323669449331,0.04512758305467032,0.0
0.080040020010005,0.05330305727961702,0.6645323382116857,0.05133206400960492,0.0
0.09004502251125562,0.059948926266689934,0.6639657902963942,0.057479333629479906,0.0
0.10005002501250625,0.06658879441180168,0.6633327799100743,0.06357043736957407,0.0
0.11005502751375687,0.07322199706919694,0.6626333704165848,0.0696063922881292,0.0
0.12006003001500751,0.07984787026033055,0.6618676318262843,0.07558818806556979,0.0
0.13006503251625812,0.08646575074033143,0.6610356407890238,0.08151678797840219,0.0
0.14007003501750875,0.09307497606439281,0.6601374805864738,0.08739312983018949,0.0
0.15007503751875936,0.09967488465408238,0.6591732411237882,0.09321812684185432,0.0
0.16008004002001,0.10626481586356595,0.6581430189206042,0.09899266850342103,0.0
0.17008504252126064,0.11284411004573744,0.6570469171013816,0.10471762138918592,0.0
0.18009004502251125,0.11941210861824915,0.6558850453850795,0.11039382993818336,0.0
0.19009504752376188,0.12596815412943532,0.6546575200741738,0.1160221172017051,0.0
0.2001000500250125,0.13251159032412252,0.6533644640430151,0.12160328555952968,0.0
0.21010505252626313,0.1390417622093204,0.6520060067255296,0.12713811740641812,0.0
0.22011005502751374,0.14555801611978578,0.6505822841022622,0.13262737581034678,0.0
0.23011505752876438,0.1520596997834543,0.6490934386867657,0.13807180514386172,0.0
0.24012006003001501,0.15854616238673214,0.6475396195113349,0.1434721316898603,0.0
0.25012506253126565,0.1650167546396421,0.6459209821120881,0.14882906422303488,0.0
0.26013006503251623,0.171470828840817,0.6442376885133992,0.15414329456814008,0.0
0.27013506753376687,0.17790773894233408,0.6424899072116781,0.15941549813618555,0.0
0.2801400700350175,0.1843268406143839,0.6406778131585047,0.16464633443959253,0.0
0.29014507253626814,0.19072749130976724,0.6388015877431169,0.1698364475872965,0.0
0.3001500750375187,0.1971090503282137,0.6368614187742527,0.17498646676072682,0.0
0.31015507753876936,0.20347087888051513,0.6348575004613517,0.1800970066715412,0.0
0.32016008004002,0.20981234015246825,0.6327900333951139,0.1851686680019493,0.0
0.33016508254127064,0.2161327993686188,0.6306592245274216,0.19020203782841322,0.0
0.3401700850425213,0.22243162385580253,0.6284652871506231,0.19519769002947246,0.0
0.35017508754377186,0.22870818310647503,0.6262084408761825,0.20015618567840304,0.0
0.3601800900450225,0.2349618488418252,0.623888911612697,0.20507807342138043,0.0
0.37018509254627313,0.24119199507466538,0.621506931543283,0.20996388984178538,0.0
0.38019009504752377,0.2473979981720923,0.6190627391023351,0.2148141598112574,0.0
0.39019509754877435,0.25357923691791207,0.6165565789516594,0.21962939682806903,0.0
0.400200100050025,0.2597350925748237,0.6139887019559824,0.22441010334336897,0.0
0.4102051025512756,0.26586494894635415,0.6113593651578398,0.22915677107580829,0.0
0.42021010505252626,0.27196819243853887,0.608668831751847,0.23386988131504738,0.0
0.4302151075537769,0.27804421212134256,0.6059173710583533,0.23854990521460787,0.0
0.4402201100550275,0.2840923997898124,0.6031052584964831,0.24319730407451715,0.0
0.4502251125562781,0.2901121500249591,0.6002327755565668,0.24781252961417027,0.0
0.46023011505752875,0.29610286025435884,0.5973002097719639,0.25239602423580976,0.0
0.4702351175587794,0.30206393081247024,0.5943078546902805,0.2569482212790115,0.0
0.48024012006003003,0.3079947650006606,0.5912560098439865,0.26146954526653976,0.0
0.4902451225612806,0.3138947691469347,0.5881449807204318,0.2659604121419214,0.0
0.5002501250625313,0.3197633526653614,0.5849750787312671,0.27042122949907266,0.0
0.5102551275637819,0.3255999281151901,0.5817466211812728,0.27485239680429246,0.0
0.5202601300650325,0.33140391125965396,0.5784599312365963,0.2792543056109286,0.0
0.5302651325662832,0.33717472112445096,0.5751153378924032,0.2836273397670023,0.0
0.5402701350675337,0.342911780055899,0.5717131759399455,0.2879718756160668,0.0
0.5502751375687843,0.34861451377875907,0.5682537859330493,0.29228828219156544,0.0
0.560280140070035,0.3542823514537192,0.5647375141540252,0.2965769214049354,0.0
0.5702851425712856,0.3599147257345354,0.5611647125790061,0.3008381482277023,0.0
0.5802901450725363,0.36551107282482254,0.5575357388427147,0.30507231086779013,0.0
0.5902951475737869,0.3710708325344897,0.5538509562026639,0.3092797509402684,0.0
0.6003001500750375,0.3765934483358152,0.5501107335027958,0.3134608036327453,0.0
0.6103051525762881,0.38207836741915435,0.5463154451365604,0.3176157978656054,0.0
0.6203101550775387,0.3875250407482749,0.5424654710094388,0.3217450564472861,0.0
0.6303151575787894,0.3929329231153159,0.5385611965009154,0.32584889622477436,0.0
0.64032016008004,0.39830147319536213,0.5346030124259015,0.3299276282294987,0.0
0.6503251625812906,0.4036301536006304,0.530591314995615,0.3339815578187876,0.0
0.6603301650825413,0.40891843093426183,0.5265265057779197,0.3380109848130497,0.0
0.6703351675837919,0.4141657758437139,0.5224089916571296,0.3420162036288362,0.0
0.6803401700850426,0.419371663073749,0.5182391847932789,0.34599750340792845,0.0
0.6903451725862931,0.4245355715190116,0.514017502580866,0.3499551681425932,0.0
0.7003501750875437,0.42965698427619065,0.5097443676070719,0.35388947679714394,0.0
0.7103551775887944,0.4347353886957612,0.5054202076094602,0.3578007034259341,0.0
0.720360180090045,0.4397702764333001,0.5010454554331605,0.3616891172879107,0.0
0.7303651825912957,0.44476114350037116,0.49662054898754104,0.3655549829578458,0.0
0.7403701850925463,0.4497074903149737,0.49214593120237443,0.36939856043436126,0.0
0.7503751875937968,0.4546088217515506,0.4876220499835003,0.3732201052448586,0.0
0.7603801900950475,0.4594646471905498,0.48304935816799094,0.3770198685474567,0.0
0.7703851925962981,0.46427448056753506,0.4784283134788219,0.3807980972300422,0.0
0.7803901950975487,0.46903784042184055,0.4737593784790549,0.38455503400652835,0.0
0.7903951975987994,0.4737542499447648,0.46904302052553526,0.3882909175104171,0.0
0.80040020010005,0.4784232370272988,0.4642797117221099,0.3920059823857538,0.0
0.8104052026013007,0.4830443343073837,0.45946992887237015,0.3957004593755616,0.0
0.8204102051025512,0.48761707921669367,0.4546141534319242,0.3993745754078398,0.0
0.8304152076038018,0.4921410140269383,0.44971287146020333,0.4030285536792045,0.0
0.8404202101050525,0.49661568589568095,0.44476657357180827,0.40666261373624946,0.0
0.8504252126063031,0.5010406469116682,0.43977575488739873,0.4102769715547026,0.0
0.8604302151075538,0.5054154541396652,0.4347409149841322,0.4138718396164467,0.0
0.8704352176088044,0.5097396696647927,0.4296625578456568,0.41744742698447573,0.0
0.880440220110055,0.5140128606363632,0.4245411918116629,0.4210039393758519,0.0
0.8904452226113057,0.5182345993112076,0.41937732952699824,0.4245415792327259,0.0
0.9004502251125562,0.522404463096493,0.4141714878903535,0.42806054579148367,0.0
0.9104552276138069,0.5265220345920234,0.4089241880025203,0.43156103515007743,0.0
0.9204602301150575,0.530586901632021,0.40363595511422956,0.4350432403335984,0.0
0.9304652326163081,0.5345986573263846,0.3983073185735749,0.4385073513581457,0.0
0.9404702351175588,0.5385569001014174,0.39293881177302425,0.4419535552930447,0.0
0.9504752376188094,0.5424612337400263,0.38753097209602877,0.4453820363214649,0.0
0.9604802401200601,0.5463112674213806,0.3820843408632303,0.44879297579948757,0.0
0.9704852426213106,0.550106615760035,0.37659946327827615,0.45218655231367055,0.0
0.9804902451225612,0.5538468988445048,0.3710768883732444,0.45556294173715367,0.0
0.9904952476238119,0.5575317422752959,0.3655171689536859,0.4589223172843523,0.0
1.0005002501250626,0.5611607772023811,0.35992086154328984,0.4622648495642788,0.0
1.0105052526263132,0.564733640362122,0.3542885263281748,0.465590706632534,0.0
1.0205102551275638,0.5682499741136315,0.3486207271008157,0.4689000540420085,0.0
1.0305152576288144,0.5717094264745736,0.3429180312036078,0.47219305489233176,0.0
1.040520260130065,0.5751116511563956,0.33718100947207674,0.4754698698781055,0.0
1.0505252626313157,0.5784563075989926,0.3314102361777379,0.4787306573359583,0.0
1.0605302651325663,0.5817430610047963,0.3256062889706128,0.4819755732904539,0.0
1.070535267633817,0.5849715823722887,0.31976974882140596,0.4852047714988882,0.0
1.0805402701350675,0.5881415485289343,0.3139011999633508,0.48841840349500765,0.0
1.090545272636318,0.59125264216353,0.30800122983372835,0.4916166186316768,0.0
1.1005502751375686,0.594304551857967,0.3020704290150649,0.4947995641225288,0.0
1.1105552776388194,0.5972969721184045,0.2961093911760151,0.49796738508262567,0.0
1.12056028014007,0.6002296034058482,0.2901187130119368,0.5011202245681581,0.0
1.1305652826413206,0.603102152166135,0.28409899418516155,0.504258223615209,0.0
1.1405702851425712,0.6059143308593171,0.27805083726496915,0.5073815212776112,0.0
1.1505752876438218,0.6086658579884443,0.2719748476672711,0.5104902546639208,0.0
1.1605802901450726,0.6113564581277422,0.26587163359400845,0.513584558973534,0.0
1.1705852926463232,0.6139858619501812,0.25974180597227214,0.516664567531967,0.0
1.1805902951475737,0.6165538062544371,0.2535859783931486,0.5197304118253283,0.0
1.1905952976488243,0.6190600339912365,0.24740476705030046,0.5227822215339988,0.0
1.200600300150075,0.6215042942890877,0.24119879067828556,0.5258201245655465,0.0
1.2106053026513257,0.6238863424793923,0.23496867049062253,0.5288442470868931,0.0
1.2206103051525763,0.6262059401209368,0.22871503011760777,0.5318547135557568,0.0
1.2306153076538269,0.6284628550237596,0.22243849554389006,0.5348516467513844,0.0
1.2406203101550775,0.6306568612723947,0.21613969504581035,0.5378351678046,0.0
1.250625312656328,0.6327877392484835,0.2098192591285118,0.5408053962271814,0.0
1.2606303151575788,0.6348552756527602,0.2034778204628263,0.5437624499405864,0.0
1.2706353176588294,0.6368592635264019,0.19711601382194546,0.5467064453040437,0.0
1.28064032016008,0.6387995022717452,0.1907344760178792,0.5496374971420275,0.0
1.2906453226613306,0.6406757976723664,0.18433384583771212,0.5525557187711302,0.0
1.3006503251625812,0.6424879619125217,0.17791476397966102,0.5554612220263492,0.0
1.310655327663832,0.6442358135959478,0.1714778729889416,0.5583541172868034,0.0
1.3206603301650826,0.6459191777640194,0.16502381719345063,0.5612345135008957,0.0
1.3306653326663331,0.6475378859132628,0.15855324263926832,0.5641025182109312,0.0
1.3406703351675837,0.6490917760122221,0.15206679702599024,0.5669582375772108,0.0
1.3506753376688343,0.6505806925176794,0.14556512964189292,0.5698017764016103,0.0
1.360680340170085,0.652004486390224,0.13904889129894038,0.5726332381506584,0.0
1.3706853426713357,0.6533630151091714,0.1325187342676391,0.5754527249781254,0.0
1.3806903451725863,0.6546561426868289,0.12597531221174513,0.5782603377471401,0.0
1.3906953476738368,0.6558837396821091,0.11941928012283362,0.5810561760518387,0.0
